project_id,team_size,team_experience_years,budget_thousands,duration_days,complexity,risk,success
601,3,5.3,110.42,302,High,0.33,0
602,5,4.7,481.07,87,Low,0.33,0
603,6,6.4,288.35,357,Medium,0.22,0
604,3,6.9,158.85,248,Low,0.47,0
605,3,3.4,275.27,138,Low,0.16,0
606,10,2.3,355.83,308,Medium,0.16,0
607,4,1.3,84.31,203,Low,0.13,0
608,10,6.0,173.62,357,Low,0.31,0
609,9,2.8,413.13,293,Low,0.55,0
610,4,1.0,256.85,344,Low,0.27,0
611,8,5.8,295.96,140,High,0.59,0
612,8,10.0,244.77,216,Low,0.17,0
613,5,5.0,69.75,298,Low,0.27,0
614,4,6.7,124.59,258,Medium,0.05,0
615,3,5.2,250.49,185,Low,0.27,0
616,8,4.8,144.13,218,High,0.49,0
617,7,6.8,72.49,301,Low,0.17,0
618,11,4.4,429.64,31,Medium,0.32,0
619,3,5.5,491.54,275,Medium,0.03,0
620,9,5.6,406.91,239,High,0.44,0
621,7,3.7,434.2,315,Medium,0.48,0
622,7,7.0,158.89,42,High,0.06,0
623,4,4.7,482.28,125,Low,0.25,0
624,5,3.5,138.62,250,Low,0.46,0
625,9,6.1,478.14,267,Low,0.2,0
626,8,3.2,497.67,123,High,0.12,0
627,4,5.1,370.28,298,Low,0.3,0
628,8,5.0,491.51,200,Low,0.42,0
629,4,7.2,306.29,123,Low,0.4,0
630,4,5.9,166.79,178,Low,0.2,0
631,4,4.9,246.65,141,Low,0.56,0
632,5,6.6,317.1,84,High,0.05,0
633,4,7.8,82.89,145,Medium,0.33,0
634,6,6.1,330.05,172,Medium,0.53,0
635,11,5.0,491.53,230,Medium,0.28,0
636,8,2.4,135.55,209,Low,0.19,0
637,3,2.9,406.67,231,Low,0.23,0
638,10,4.4,458.55,82,Low,0.21,0
639,9,3.8,474.67,209,Low,0.31,0
640,5,4.6,482.06,342,Medium,0.25,0
641,3,5.1,284.66,337,Low,0.06,0
642,7,6.1,489.79,166,Low,0.25,0
643,6,4.9,390.79,211,Medium,0.37,0
644,10,6.0,122.75,30,High,0.09,0
645,3,5.1,264.61,73,High,0.19,0
646,3,1.0,373.25,256,High,0.35,0
647,6,3.1,161.3,360,Medium,0.32,0
648,10,4.7,338.28,127,Low,0.18,0
649,7,2.6,349.97,237,Medium,0.3,0
650,4,6.2,123.21,294,Low,0.18,0
651,8,8.1,304.29,317,Medium,0.26,0
652,7,7.4,397.23,300,Medium,0.26,1
653,4,4.6,274.5,169,Low,0.62,0
654,5,8.0,55.45,266,Medium,0.18,0
655,11,5.3,54.07,101,High,0.14,0
656,9,4.3,210.66,184,Low,0.3,0
657,9,3.8,466.79,219,High,0.34,0
658,8,4.4,152.9,297,Low,0.26,0
659,10,4.2,335.46,350,Medium,0.35,0
660,6,5.3,149.93,136,Medium,0.22,0
661,10,5.3,194.75,261,Medium,0.35,0
662,6,5.0,431.62,71,High,0.26,0
663,10,5.9,377.99,219,High,0.23,0
664,11,7.4,92.93,168,Medium,0.48,0
665,5,6.9,242.92,132,Low,0.58,0
666,5,2.0,63.13,200,High,0.23,0
667,4,1.0,266.4,302,Low,0.06,0
668,5,6.9,348.1,250,High,0.09,0
669,5,2.3,103.33,242,Low,0.32,0
670,7,4.6,180.0,85,Low,0.37,0
671,7,2.7,229.03,131,Medium,0.15,0
672,4,1.4,463.79,221,Low,0.48,0
673,8,6.1,496.96,339,Low,0.23,0
674,7,6.5,70.21,229,Low,0.54,0
675,8,3.8,392.45,262,Low,0.31,0
676,3,1.0,217.28,256,Low,0.51,0
677,7,3.9,226.61,168,Low,0.12,0
678,11,5.8,389.42,334,Medium,0.32,0
679,4,2.0,463.29,178,Low,0.35,0
680,3,5.4,477.92,144,Medium,0.56,0
681,11,5.0,309.71,92,Low,0.32,0
682,11,6.2,210.7,133,High,0.14,0
683,11,5.2,404.4,185,High,0.12,0
684,8,3.1,162.95,302,Low,0.39,0
685,10,7.4,303.83,35,Medium,0.17,0
686,3,4.7,211.36,176,High,0.34,0
687,6,4.9,345.48,213,High,0.35,0
688,3,3.1,158.18,57,Medium,0.46,0
689,10,4.1,136.22,67,Low,0.31,0
690,3,3.2,463.21,148,Medium,0.08,0
691,5,4.7,95.81,322,Medium,0.31,0
692,6,8.4,277.68,273,Medium,0.18,0
693,10,2.3,149.38,97,Low,0.43,0
694,8,1.8,67.52,243,High,0.6,0
695,9,7.9,66.21,247,High,0.21,0
696,10,4.6,128.85,206,Low,0.45,0
697,4,3.7,440.05,328,Low,0.1,0
698,10,7.1,177.12,193,Low,0.43,0
699,5,3.8,477.71,87,High,0.41,0
700,9,8.7,311.73,298,Medium,0.56,0
701,5,6.4,246.48,337,Medium,0.28,0
702,9,4.0,311.04,87,Medium,0.12,0
703,4,9.3,282.51,317,Medium,0.1,0
704,8,3.8,391.45,134,Low,0.15,0
705,5,6.5,177.12,257,Medium,0.08,0
706,5,5.6,208.87,276,Medium,0.15,0
707,11,7.6,452.34,217,High,0.38,0
708,9,8.1,475.91,112,High,0.34,0
709,7,5.1,451.65,215,High,0.56,0
710,9,3.5,238.75,281,Medium,0.36,0
711,11,5.9,401.16,267,Medium,0.27,0
712,3,3.6,264.35,213,Medium,0.34,0
713,9,9.0,273.89,313,High,0.13,0
714,8,5.3,142.11,239,Low,0.33,0
715,11,4.3,316.01,333,Low,0.53,0
716,3,5.4,133.76,325,Low,0.15,0
717,6,2.3,199.2,126,Medium,0.53,0
718,11,3.1,434.76,237,Low,0.28,0
719,6,7.4,143.18,166,Low,0.15,0
720,5,3.7,82.02,213,Low,0.27,0
721,11,2.9,81.05,105,Low,0.09,0
722,4,6.1,473.35,316,High,0.39,0
723,6,7.4,278.11,171,Low,0.1,0
724,8,6.4,234.24,266,Medium,0.15,0
725,4,7.0,414.9,54,Medium,0.63,0
726,10,3.5,426.12,319,High,0.23,0
727,10,2.2,199.49,96,Low,0.1,0
728,3,8.0,362.13,279,High,0.28,0
729,5,4.4,397.01,147,Medium,0.32,0
730,11,4.5,344.59,102,High,0.39,0
731,7,7.7,118.22,311,High,0.58,0
732,8,6.1,444.15,39,Low,0.22,0
733,6,5.9,292.59,240,Low,0.27,0
734,4,9.3,177.11,352,Low,0.4,0
735,10,3.7,241.35,181,Medium,0.19,0
736,8,6.9,66.91,34,Low,0.02,1
737,7,5.1,107.54,224,Low,0.55,0
738,11,5.5,394.5,312,Medium,0.31,0
739,3,8.1,50.01,142,Low,0.3,0
740,7,6.0,237.45,300,Low,0.26,1
741,8,6.1,285.13,192,Medium,0.2,0
742,7,7.1,74.59,134,Low,0.66,0
743,8,4.3,487.89,210,Low,0.39,0
744,8,3.3,151.76,73,Medium,0.16,0
745,9,2.9,186.89,311,Medium,0.26,0
746,6,1.1,186.77,204,High,0.18,0
747,10,9.1,153.69,191,Medium,0.16,0
748,9,2.8,50.66,169,Medium,0.2,0
749,11,4.6,378.21,161,Medium,0.44,0
750,9,4.4,485.08,116,High,0.03,0
751,5,5.6,150.93,205,High,0.13,0
752,5,6.6,348.37,212,High,0.48,0
753,10,6.7,383.85,158,Medium,0.35,0
754,7,3.8,431.79,275,Low,0.43,0
755,6,4.7,240.18,118,Low,0.52,0
756,10,5.6,186.32,95,Low,0.01,0
757,8,4.5,196.38,187,High,0.29,0
758,4,8.2,370.68,178,Medium,0.34,0
759,6,6.0,417.55,145,Medium,0.17,0
760,6,6.5,131.73,243,Low,0.38,0
761,8,6.3,216.92,323,High,0.12,0
762,8,7.3,455.87,282,Low,0.29,0
763,3,5.4,413.01,172,Low,0.32,0
764,10,2.4,493.19,279,Low,0.32,0
765,8,5.8,389.41,331,Medium,0.26,0
766,5,3.7,226.94,54,Medium,0.16,0
767,11,3.9,315.79,306,High,0.33,0
768,4,6.2,347.46,99,Low,0.38,0
769,10,7.5,85.31,142,Medium,0.16,0
770,5,5.0,295.02,141,Medium,0.2,0
771,7,5.6,369.19,332,Low,0.34,0
772,8,8.4,125.29,120,High,0.32,0
773,8,5.5,401.28,47,Medium,0.45,0
774,6,10.2,312.7,178,Medium,0.52,0
775,5,6.1,478.5,256,High,0.4,0
776,6,1.5,69.09,243,Medium,0.36,0
777,3,6.5,169.4,180,Low,0.68,0
778,6,5.8,320.7,221,Medium,0.18,0
779,3,7.6,183.45,69,Low,0.25,0
780,3,6.3,371.49,271,Low,0.37,0
781,8,4.7,391.55,167,Low,0.04,0
782,7,2.6,96.13,209,Medium,0.19,0
783,6,4.6,281.23,229,Medium,0.03,0
784,5,3.3,279.0,232,Low,0.07,0
785,3,3.8,216.18,90,Medium,0.12,0
786,8,6.2,469.82,221,High,0.16,0
787,4,8.3,422.38,34,Low,0.24,0
788,10,5.8,363.74,266,Low,0.23,0
789,7,2.6,371.45,210,Medium,0.22,0
790,9,5.9,257.77,340,Low,0.37,0
791,4,7.4,464.45,66,Medium,0.18,0
792,10,3.8,362.57,85,Low,0.22,1
793,4,4.7,378.04,266,Medium,0.32,0
794,6,5.0,437.76,226,Medium,0.15,0
795,3,3.4,173.33,102,Medium,0.13,0
796,7,6.3,413.18,88,High,0.17,0
797,11,4.8,137.86,269,High,0.56,0
798,3,5.8,205.4,31,Medium,0.29,0
799,11,3.2,201.02,217,Medium,0.12,0
800,10,4.1,490.34,336,Low,0.07,1
801,8,6.4,435.44,59,Medium,0.35,0
802,9,4.3,365.53,296,Low,0.19,0
803,5,8.5,377.18,137,High,0.43,0
804,3,4.2,302.93,361,Low,0.5,0
805,7,5.4,476.19,119,Medium,0.26,0
806,4,6.9,273.32,234,Low,0.22,0
807,7,2.2,221.23,249,Medium,0.27,0
808,10,1.5,123.37,123,High,0.11,0
809,11,1.9,403.79,132,Low,0.19,0
810,4,7.5,380.5,252,High,0.15,0
811,5,3.9,222.96,215,Low,0.1,0
812,5,10.1,61.34,213,Medium,0.09,0
813,3,3.9,427.55,191,High,0.5,0
814,10,5.4,55.14,276,Low,0.12,0
815,8,8.1,366.66,60,High,0.51,0
816,10,9.0,486.62,81,Low,0.29,0
817,11,9.1,246.95,105,Low,0.3,0
818,7,7.4,155.74,307,High,0.15,0
819,5,7.0,367.19,69,Low,0.27,0
820,7,6.2,417.71,130,High,0.58,0
821,7,6.6,295.89,140,High,0.61,0
822,7,3.9,485.17,350,Low,0.17,0
823,5,3.4,73.25,278,Medium,0.12,0
824,6,5.0,277.16,220,Low,0.26,0
825,11,4.7,373.3,211,Medium,0.44,0
826,11,4.1,438.19,364,Low,0.49,0
827,4,6.4,130.67,238,Low,0.57,0
828,10,6.9,410.0,51,Low,0.35,0
829,10,5.2,298.72,195,Medium,0.08,0
830,9,8.0,228.45,128,High,0.34,0
831,10,2.7,109.27,237,High,0.15,0
832,5,4.6,439.38,37,Medium,0.35,0
833,8,3.6,120.77,219,Medium,0.03,0
834,3,1.3,189.4,204,High,0.12,0
835,9,4.8,180.52,302,Low,0.29,0
836,3,4.8,442.14,46,Medium,0.2,0
837,11,8.0,352.72,119,High,0.34,0
838,3,6.3,408.51,170,Low,0.46,0
839,3,3.0,162.71,174,Medium,0.45,0
840,9,8.7,331.19,195,High,0.44,0
841,4,7.4,307.29,107,High,0.06,0
842,7,6.2,424.77,291,Medium,0.22,0
843,10,4.5,457.74,192,Low,0.23,0
844,10,3.1,55.47,43,Low,0.37,0
845,5,4.3,353.31,268,Low,0.38,0
846,9,7.2,73.33,101,Medium,0.26,0
847,5,8.8,296.99,172,Low,0.09,0
848,8,8.1,179.43,339,High,0.17,0
849,8,4.0,188.05,312,Low,0.49,0
850,5,2.8,208.83,298,Low,0.26,0
851,9,5.3,329.58,270,Medium,0.4,0
852,5,1.5,200.32,274,Medium,0.22,0
853,10,5.6,379.71,192,Low,0.38,0
854,6,4.7,232.04,89,Medium,0.67,0
855,3,4.1,80.76,35,Medium,0.63,0
856,6,1.8,402.69,226,Low,0.08,0
857,9,6.0,178.59,87,Low,0.28,0
858,6,3.9,244.75,334,High,0.36,0
859,8,2.7,358.45,246,Medium,0.16,0
860,11,1.0,199.61,55,Low,0.05,0
861,3,4.9,75.46,332,High,0.13,0
862,7,8.5,218.26,34,High,0.32,0
863,9,8.3,475.0,49,Medium,0.46,0
864,3,4.1,338.78,227,Medium,0.48,0
865,6,3.8,352.17,88,High,0.43,0
866,8,5.9,334.53,271,High,0.52,0
867,4,3.0,139.55,175,Medium,0.13,0
868,7,5.6,238.25,302,Medium,0.25,0
869,3,6.5,387.92,278,Medium,0.06,0
870,8,7.5,95.62,43,Medium,0.38,0
871,8,4.8,175.03,42,Low,0.07,0
872,6,4.6,174.34,73,Medium,0.44,0
873,10,3.2,244.41,48,High,0.29,0
874,6,3.3,491.17,92,Medium,0.43,0
875,10,4.5,80.38,268,Medium,0.28,0
876,10,5.7,283.42,129,Medium,0.51,0
877,7,6.8,130.71,192,Low,0.4,0
878,6,3.4,486.8,151,Medium,0.18,0
879,4,8.0,100.99,73,Medium,0.24,0
880,5,4.5,231.62,346,Low,0.22,0
881,5,5.0,382.05,174,Low,0.03,0
882,6,3.5,367.05,356,High,0.35,0
883,6,1.0,240.23,79,Low,0.21,0
884,7,6.8,205.94,94,Low,0.15,0
885,6,6.5,228.93,317,High,0.36,0
886,10,4.4,168.92,193,Medium,0.24,0
887,8,5.1,142.4,170,Medium,0.24,1
888,8,6.0,267.37,343,High,0.04,0
889,10,1.9,170.84,157,Low,0.12,1
890,9,3.9,179.36,268,Medium,0.02,0
891,10,6.6,345.54,353,Medium,0.2,0
892,4,2.5,485.84,325,High,0.36,0
893,11,5.6,321.64,216,Medium,0.35,0
894,3,2.3,84.64,237,Medium,0.13,0
895,10,5.9,84.01,249,Medium,0.19,0
896,6,4.9,478.14,219,Medium,0.13,0
897,6,1.8,183.78,313,Medium,0.17,0
898,7,7.3,91.43,266,Medium,0.33,0
899,10,3.5,319.57,223,Medium,0.56,0
900,7,3.4,330.64,316,Medium,0.21,0
901,10,5.4,341.83,288,Medium,0.41,0
902,3,7.3,170.33,275,Medium,0.17,0
903,11,3.0,56.8,165,High,0.29,0
904,8,5.1,484.26,309,Medium,0.61,0
905,5,5.9,162.9,300,High,0.13,0
906,10,6.4,354.21,200,High,0.02,0
907,11,5.4,367.98,188,Medium,0.32,0
908,8,4.3,324.5,230,Medium,0.22,0
909,9,3.3,190.81,74,High,0.5,0
910,3,5.2,171.99,293,Medium,0.54,0
911,7,2.9,318.95,100,High,0.12,0
912,7,1.0,439.74,132,Medium,0.2,0
913,6,5.9,476.03,154,Medium,0.69,0
914,8,6.8,97.66,342,Low,0.14,0
915,9,1.0,119.67,315,Medium,0.06,0
916,11,3.0,475.13,259,High,0.16,0
917,3,6.2,381.44,175,Medium,0.2,0
918,8,9.1,447.35,226,Medium,0.53,0
919,9,5.0,141.18,250,High,0.38,0
920,5,3.5,314.41,89,Medium,0.31,0
921,10,4.6,365.51,127,Medium,0.24,0
922,7,7.7,356.05,200,Medium,0.16,0
923,11,3.7,233.67,202,Medium,0.08,0
924,7,3.4,56.93,180,Low,0.4,0
925,11,4.0,312.32,151,Medium,0.01,0
926,6,3.1,163.9,137,Medium,0.19,0
927,11,5.2,252.61,33,Low,0.29,0
928,7,8.2,480.91,122,Medium,0.46,0
929,11,5.6,229.57,35,Medium,0.1,0
930,5,4.5,427.91,317,Low,0.69,0
931,6,4.4,134.84,135,Medium,0.12,0
932,11,1.9,352.61,175,Low,0.44,0
933,8,6.8,489.65,300,Medium,0.23,0
934,4,4.8,95.85,125,High,0.25,0
935,9,4.6,53.74,258,Medium,0.52,0
936,4,11.4,245.11,231,Low,0.32,0
937,4,5.6,91.68,241,Low,0.1,0
938,3,3.5,386.77,35,Low,0.48,0
939,5,4.1,461.55,141,Medium,0.42,0
940,8,7.3,245.31,352,Low,0.23,0
941,10,5.2,166.42,135,Medium,0.12,0
942,11,2.1,245.48,168,Low,0.26,0
943,9,6.8,375.55,328,High,0.19,0
944,6,3.7,54.07,125,Low,0.3,0
945,8,8.7,315.25,326,Low,0.73,0
946,7,7.2,325.98,243,High,0.25,0
947,10,4.1,336.96,320,Low,0.25,0
948,3,7.6,158.91,51,Low,0.15,0
949,3,5.1,371.32,222,Medium,0.25,0
950,8,6.7,91.13,179,Medium,0.23,0
951,4,6.0,139.67,276,Medium,0.2,0
952,7,3.3,444.86,296,Low,0.31,0
953,3,3.7,382.43,280,Medium,0.21,0
954,9,7.1,56.19,32,Low,0.3,0
955,3,4.3,161.77,345,Low,0.43,0
956,6,4.2,146.48,105,High,0.18,0
957,11,3.1,171.86,116,Medium,0.38,0
958,3,5.8,161.4,299,Low,0.73,0
959,6,9.1,78.14,254,Medium,0.55,0
960,8,2.9,256.52,47,Low,0.44,0
961,8,5.0,379.73,142,High,0.48,0
962,10,7.8,323.03,280,Low,0.29,0
963,3,4.8,352.79,262,Low,0.66,0
964,9,5.9,86.52,358,Medium,0.15,0
965,3,2.9,478.17,308,Medium,0.18,0
966,9,5.9,427.32,231,Medium,0.06,0
967,5,4.6,412.29,112,Low,0.17,0
968,10,7.0,420.34,154,Low,0.18,0
969,5,7.4,469.72,204,Medium,0.12,0
970,3,10.2,294.91,98,Low,0.27,0
971,10,6.2,140.13,76,High,0.36,0
972,5,5.7,327.55,285,Low,0.39,0
973,4,5.4,384.3,244,Medium,0.31,0
974,3,4.3,382.06,59,Medium,0.56,0
975,5,5.7,284.65,310,Low,0.42,0
976,4,4.4,80.81,266,Medium,0.45,0
977,4,5.3,217.0,277,High,0.04,0
978,8,7.6,464.34,54,Low,0.27,0
979,3,3.0,313.0,103,High,0.29,0
980,4,7.3,292.25,235,Medium,0.19,0
981,8,7.6,170.98,343,Low,0.36,0
982,5,4.8,215.8,123,Medium,0.07,0
983,6,1.0,452.91,156,Low,0.44,0
984,3,3.8,349.91,54,Medium,0.61,0
985,10,7.6,404.32,363,Medium,0.3,0
986,9,5.0,254.46,145,High,0.18,0
987,9,3.0,333.61,77,High,0.69,0
988,5,4.0,161.77,255,Medium,0.12,0
989,5,6.7,367.46,295,Medium,0.08,0
990,4,6.1,242.42,128,Low,0.14,0
991,3,4.5,249.15,40,Medium,0.35,0
992,9,4.3,342.2,114,Low,0.33,0
993,9,4.2,471.33,243,Medium,0.27,0
994,4,3.2,78.8,202,Medium,0.53,0
995,9,8.2,421.13,238,Low,0.46,0
996,10,4.4,181.57,93,Low,0.25,0
997,3,7.4,249.76,287,Low,0.29,0
998,11,8.0,59.86,361,Medium,0.25,0
999,9,7.0,185.47,150,Medium,0.4,0
1000,5,4.1,276.18,327,Medium,0.49,0
